slug,name,phone,street,city,postal_code,state,latitude,longitude,rating,reviews,review_link,working_hours,logo,location_link,location_review_link,email,facebook
advancedelectricalcompany,"Advanced Electrical Company","+1 205-664-4500","235 Co Rd 361",Pelham,35124,Alabama,33.2886758,-86.7989542,4.8,224,"https://search.google.com/local/reviews?placeid=ChIJQzOF1q8jiYgRqvZ630-XJak&q=electrician,+35288,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-Ff_rra1Hd8c/AAAAAAAAAAI/AAAAAAAAAAA/DQIiPKvGUhI/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Advanced+Electrical+Company/@33.2886758,-86.7989542,14z/data=!4m8!1m2!2m1!1sAdvanced+Electrical+Company!3m4!1s0x888923afd6853343:0xa925974fdf7af6aa!8m2!3d33.2886758!4d-86.7989542","https://www.google.com/maps/place/Advanced+Electrical+Company/@33.2886758,-86.7989542,13.99z/data=!4m16!1m7!3m6!1s0x888923afd6853343:0xa925974fdf7af6aa!2sAdvanced+Electrical+Company!8m2!3d33.2886758!4d-86.7989542!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888923afd6853343:0xa925974fdf7af6aa!8m2!3d33.2886758!4d-86.7989542!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",mark@advancedelectricalcompany.com,https://www.facebook.com/AdvancedElectricalBirmingham/
johnselectric,"John's Electric","+1 205-426-0583",,,,,33.4309505,-86.8413174,4.8,152,"https://search.google.com/local/reviews?placeid=ChIJ20dEDqk8iYgRthZKm9ICjNw&q=electrician,+35288,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-wRMo_wC6Nmw/AAAAAAAAAAI/AAAAAAAAAAA/DMhAOID_Psk/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/John%27s+Electric/@33.4309505,-86.8413174,14z/data=!4m8!1m2!2m1!1sJohn%27s+Electric!3m4!1s0x88893ca90e4447db:0xdc8c02d29b4a16b6!8m2!3d33.4309505!4d-86.8413174","https://www.google.com/maps/place/John%27s+Electric/@33.4309505,-86.8413174,13.99z/data=!4m16!1m7!3m6!1s0x88893ca90e4447db:0xdc8c02d29b4a16b6!2sJohn%27s+Electric!8m2!3d33.4309505!4d-86.8413174!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88893ca90e4447db:0xdc8c02d29b4a16b6!8m2!3d33.4309505!4d-86.8413174!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",info@johnselectricservice.com,https://www.facebook.com/JohnsElectricBirmingham/
mistersparky,"Mister Sparky®","+1 659-215-5299","2615 Pelham Pkwy",Pelham,35124,Alabama,33.3191449,-86.7965392,4.8,1180,"https://search.google.com/local/reviews?placeid=ChIJgXeaQeojiYgRFZ11t2eiIAE&q=electrician,+35288,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/-yOdV_6q8-wE/AAAAAAAAAAI/AAAAAAAAAAA/Zo_rv0upv-Q/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Mister+Sparky%C2%AE/@33.3191449,-86.7965392,14z/data=!4m8!1m2!2m1!1sMister+Sparky%C2%AE!3m4!1s0x888923ea419a7781:0x120a267b7759d15!8m2!3d33.3191449!4d-86.7965392","https://www.google.com/maps/place/Mister+Sparky%C2%AE/@33.3191449,-86.7965392,13.99z/data=!4m16!1m7!3m6!1s0x888923ea419a7781:0x120a267b7759d15!2sMister+Sparky%C2%AE!8m2!3d33.3191449!4d-86.7965392!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888923ea419a7781:0x120a267b7759d15!8m2!3d33.3191449!4d-86.7965392!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,https://www.facebook.com/MisterSparkyBHM/
progressiveelectricalsolutions,"Progressive Electrical Solutions",,"3818 Messer Airport Hwy",Birmingham,35222,Alabama,33.5294787,-86.7799145,3.5,8,"https://search.google.com/local/reviews?placeid=ChIJAymiCFUaiYgRf3nrQ6b2nCk&q=electrician,+35290,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",,"https://www.google.com/maps/place/Progressive+Electrical+Solutions/@33.5294787,-86.77991449999999,14z/data=!4m8!1m2!2m1!1sProgressive+Electrical+Solutions!3m4!1s0x88891a5508a22903:0x299cf6a643eb797f!8m2!3d33.5294787!4d-86.77991449999999","https://www.google.com/maps/place/Progressive+Electrical+Solutions/@33.5294787,-86.77991449999999,13.99z/data=!4m16!1m7!3m6!1s0x88891a5508a22903:0x299cf6a643eb797f!2sProgressive+Electrical+Solutions!8m2!3d33.5294787!4d-86.77991449999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891a5508a22903:0x299cf6a643eb797f!8m2!3d33.5294787!4d-86.77991449999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
leeelectricalservicesinc,"Lee Electrical Services Inc","+1 205-786-2820","4103 Court S",Birmingham,35208,Alabama,33.4932892,-86.8861049,,,,,,"https://www.google.com/maps/place/Lee+Electrical+Services+Inc/@33.4932892,-86.88610489999999,14z/data=!4m8!1m2!2m1!1sLee+Electrical+Services+Inc!3m4!1s0x88891de14023f49d:0x7d8dd6d25d1598fd!8m2!3d33.4932892!4d-86.88610489999999","https://www.google.com/maps/place/Lee+Electrical+Services+Inc/@33.4932892,-86.88610489999999,13.99z/data=!4m16!1m7!3m6!1s0x88891de14023f49d:0x7d8dd6d25d1598fd!2sLee+Electrical+Services+Inc!8m2!3d33.4932892!4d-86.88610489999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891de14023f49d:0x7d8dd6d25d1598fd!8m2!3d33.4932892!4d-86.88610489999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",clee@leeelectrical.net,
firstchoiceelectricalservicesbirmingham,"First Choice Electrical Services Birmingham","+1 205-551-5595","1616 4th Pl NW",Birmingham,35215,Alabama,33.6291988,-86.6947124,,,,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh6.googleusercontent.com/-1ftukBAj4WI/AAAAAAAAAAI/AAAAAAAAAAA/TxbudMKs2P8/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/First+Choice+Electrical+Services+Birmingham/@33.6291988,-86.6947124,14z/data=!4m8!1m2!2m1!1sFirst+Choice+Electrical+Services+Birmingham!3m4!1s0x5495a0910b071cf1:0x983ae959fd9c7ced!8m2!3d33.6291988!4d-86.6947124","https://www.google.com/maps/place/First+Choice+Electrical+Services+Birmingham/@33.6291988,-86.6947124,13.99z/data=!4m16!1m7!3m6!1s0x5495a0910b071cf1:0x983ae959fd9c7ced!2sFirst+Choice+Electrical+Services+Birmingham!8m2!3d33.6291988!4d-86.6947124!16s%2Fg%2F11ckvg1dmb!3m7!1s0x5495a0910b071cf1:0x983ae959fd9c7ced!8m2!3d33.6291988!4d-86.6947124!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
layneelectric,"Layne Electric","+1 205-790-2298",,,,,32.5762265,-86.6807364,5.0,3,,,https://lh3.googleusercontent.com/-tlzFYH-4f-M/AAAAAAAAAAI/AAAAAAAAAAA/RH4VgDtcoJI/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Layne+Electric/@32.5762265,-86.6807364,14z/data=!4m8!1m2!2m1!1sLayne+Electric!3m4!1s0x88890b4c24a35833:0x39ee8c88c996125c!8m2!3d32.5762265!4d-86.6807364","https://www.google.com/maps/place/Layne+Electric/@32.5762265,-86.6807364,13.99z/data=!4m16!1m7!3m6!1s0x88890b4c24a35833:0x39ee8c88c996125c!2sLayne+Electric!8m2!3d32.5762265!4d-86.6807364!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88890b4c24a35833:0x39ee8c88c996125c!8m2!3d32.5762265!4d-86.6807364!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
fivestarelectricco,"Five Star Electric Co","+1 205-618-5691","111 Oxmoor Rd",Homewood,35209,Alabama,33.452875,-86.8396729,4.5,8,"https://search.google.com/local/reviews?placeid=ChIJmw8-3dweiYgRZYsyV1MyZd4&q=electrician,+35290,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",,"https://www.google.com/maps/place/Five+Star+Electric+Co/@33.452875,-86.8396729,14z/data=!4m8!1m2!2m1!1sFive+Star+Electric+Co!3m4!1s0x88891edcdd3e0f9b:0xde65325357328b65!8m2!3d33.452875!4d-86.8396729","https://www.google.com/maps/place/Five+Star+Electric+Co/@33.452875,-86.8396729,13.99z/data=!4m16!1m7!3m6!1s0x88891edcdd3e0f9b:0xde65325357328b65!2sFive+Star+Electric+Co!8m2!3d33.452875!4d-86.8396729!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891edcdd3e0f9b:0xde65325357328b65!8m2!3d33.452875!4d-86.8396729!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
pinnacleelectricllc,"Pinnacle Electric LLC",,"3800 1st Ave N",Birmingham,35222,Alabama,33.526833,-86.7806982,,,,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh3.googleusercontent.com/-W2neIwGwPa4/AAAAAAAAAAI/AAAAAAAAAAA/B2q-O4J025c/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Pinnacle+Electric+LLC/@33.526832999999996,-86.78069819999999,14z/data=!4m8!1m2!2m1!1sPinnacle+Electric+LLC!3m4!1s0x88891a54f9bab379:0x863e8b1c2175e93!8m2!3d33.526832999999996!4d-86.78069819999999","https://www.google.com/maps/place/Pinnacle+Electric+LLC/@33.526832999999996,-86.78069819999999,13.99z/data=!4m16!1m7!3m6!1s0x88891a54f9bab379:0x863e8b1c2175e93!2sPinnacle+Electric+LLC!8m2!3d33.526832999999996!4d-86.78069819999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891a54f9bab379:0x863e8b1c2175e93!8m2!3d33.526832999999996!4d-86.78069819999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
marathonelectricalcontractors,"Marathon Electrical Contractors","+1 205-323-8500","2830 Commerce Blvd",Irondale,35210,Alabama,33.5448328,-86.6881005,4.6,42,"https://search.google.com/local/reviews?placeid=ChIJCabrFE4aiYgRDnk2RiANUN0&q=electrician,+35290,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-rGV7m55NZkY/AAAAAAAAAAI/AAAAAAAAAAA/yTC0u9iLxQw/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Marathon+Electrical+Contractors/@33.5448328,-86.68810049999999,14z/data=!4m8!1m2!2m1!1sMarathon+Electrical+Contractors!3m4!1s0x88891a4e14eba609:0xdd500d204636790e!8m2!3d33.5448328!4d-86.68810049999999","https://www.google.com/maps/place/Marathon+Electrical+Contractors/@33.5448328,-86.68810049999999,13.99z/data=!4m16!1m7!3m6!1s0x88891a4e14eba609:0xdd500d204636790e!2sMarathon+Electrical+Contractors!8m2!3d33.5448328!4d-86.68810049999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891a4e14eba609:0xdd500d204636790e!8m2!3d33.5448328!4d-86.68810049999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",mharry@marathonelectrical.com,
whitemetroelectriccoinc,"White Metro Electric Co., Inc.","+1 205-674-1422","4500 Veterans Memorial Dr",Adamsville,35005,Alabama,33.6006,-86.9488183,4.3,18,"https://search.google.com/local/reviews?placeid=ChIJA2cU3zH9iIgRu3FUa6BN5MA&q=electrician,+35290,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",,https://lh6.googleusercontent.com/-fT0oe57Pxrs/AAAAAAAAAAI/AAAAAAAAAAA/KWd9TUOJJKc/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/White+Metro+Electric+Co.%2C+Inc./@33.6006,-86.9488183,14z/data=!4m8!1m2!2m1!1sWhite+Metro+Electric+Co.%2C+Inc.!3m4!1s0x8888fd31df146703:0xc0e44da06b5471bb!8m2!3d33.6006!4d-86.9488183","https://www.google.com/maps/place/White+Metro+Electric+Co.%2C+Inc./@33.6006,-86.9488183,13.99z/data=!4m16!1m7!3m6!1s0x8888fd31df146703:0xc0e44da06b5471bb!2sWhite+Metro+Electric+Co.%2C+Inc.!8m2!3d33.6006!4d-86.9488183!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8888fd31df146703:0xc0e44da06b5471bb!8m2!3d33.6006!4d-86.9488183!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",info@metroelectric-rgv.com,https://www.facebook.com/MetroElectricRGV/photos/a.274415845905003/2181426505203918/?type=3
nchargeelectricalservices,"NCharge Electrical Services","+1 251-233-0696",,,,,31.8881929,-87.0811735,4.9,13,"https://search.google.com/local/reviews?placeid=ChIJCyBEU1gXiYgRczJd1wMXlxE&q=electrician,+35293,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5:30PM"", ""Saturday"": ""9AM-12PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-DsxcGK0yo90/AAAAAAAAAAI/AAAAAAAAAAA/t-0T5XKGvO8/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/NCharge+Electrical+Services/@31.8881929,-87.08117349999999,14z/data=!4m8!1m2!2m1!1sNCharge+Electrical+Services!3m4!1s0x888917585344200b:0x11971703d75d3273!8m2!3d31.8881929!4d-87.08117349999999","https://www.google.com/maps/place/NCharge+Electrical+Services/@31.8881929,-87.08117349999999,13.99z/data=!4m16!1m7!3m6!1s0x888917585344200b:0x11971703d75d3273!2sNCharge+Electrical+Services!8m2!3d31.8881929!4d-87.08117349999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888917585344200b:0x11971703d75d3273!8m2!3d31.8881929!4d-87.08117349999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",nchargeelectrical@gmail.com,https://www.facebook.com/people/NCharge-Electrical-Services/100089348204867/
birminghamelectricalcontractors,"Birmingham Electrical Contractors","+1 205-277-9845","5299 Southland Cir",Bessemer,35022,Alabama,33.3540337,-86.9828164,4.0,3,,"{""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-RfzeqVKRFOg/AAAAAAAAAAI/AAAAAAAAAAA/ZbG_1meAA3s/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Birmingham+Electrical+Contractors/@33.354033699999995,-86.98281639999999,14z/data=!4m8!1m2!2m1!1sBirmingham+Electrical+Contractors!3m4!1s0x8889276b2fc0469d:0x172485ebe53049bc!8m2!3d33.354033699999995!4d-86.98281639999999","https://www.google.com/maps/place/Birmingham+Electrical+Contractors/@33.354033699999995,-86.98281639999999,13.99z/data=!4m16!1m7!3m6!1s0x8889276b2fc0469d:0x172485ebe53049bc!2sBirmingham+Electrical+Contractors!8m2!3d33.354033699999995!4d-86.98281639999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889276b2fc0469d:0x172485ebe53049bc!8m2!3d33.354033699999995!4d-86.98281639999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",jwarren@birminghamec.com,
hillerplumbingheatingcoolingelectricalformerlyservicetechinc,"Hiller Plumbing, Heating, Cooling & Electrical (Formerly Service Tech, Inc.)","+1 205-360-4301","441 University Blvd",Birmingham,35205,Alabama,33.4937778,-86.8199027,4.9,336,"https://search.google.com/local/reviews?placeid=ChIJd3llWf8biYgRFhxJF8Ockuo&q=electrician,+35294,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh4.googleusercontent.com/-8m4gADhE-QI/AAAAAAAAAAI/AAAAAAAAAAA/81IDkFB3hf8/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Hiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical+%28Formerly+Service+Tech%2C+Inc.%29/@33.4937778,-86.8199027,14z/data=!4m8!1m2!2m1!1sHiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical+%28Formerly+Service+Tech%2C+Inc.%29!3m4!1s0x88891bff59657977:0xea929cc317491c16!8m2!3d33.4937778!4d-86.8199027","https://www.google.com/maps/place/Hiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical+%28Formerly+Service+Tech%2C+Inc.%29/@33.4937778,-86.8199027,13.99z/data=!4m16!1m7!3m6!1s0x88891bff59657977:0xea929cc317491c16!2sHiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical+%28Formerly+Service+Tech%2C+Inc.%29!8m2!3d33.4937778!4d-86.8199027!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891bff59657977:0xea929cc317491c16!8m2!3d33.4937778!4d-86.8199027!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",rstephenson@happyhiller.com,https://www.facebook.com/HillerPHCE/
mccloudelectric,"McCloud Electric","+1 205-529-3553","5212 1st Ave N",Birmingham,35212,Alabama,33.5371217,-86.7584304,,,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-zovMnYUkyyc/AAAAAAAAAAI/AAAAAAAAAAA/_aDRjj13EE8/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/McCloud+Electric/@33.5371217,-86.7584304,14z/data=!4m8!1m2!2m1!1sMcCloud+Electric!3m4!1s0x88891b5d16fe7bab:0x7e5e46a69f7fe984!8m2!3d33.5371217!4d-86.7584304","https://www.google.com/maps/place/McCloud+Electric/@33.5371217,-86.7584304,13.99z/data=!4m16!1m7!3m6!1s0x88891b5d16fe7bab:0x7e5e46a69f7fe984!2sMcCloud+Electric!8m2!3d33.5371217!4d-86.7584304!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891b5d16fe7bab:0x7e5e46a69f7fe984!8m2!3d33.5371217!4d-86.7584304!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",harold@mccloudelectric.com,
smooveelectricalservices,"Smoove Electrical Services ⚡️💡🔌","+1 205-566-6665",,,,,33.4729359,-86.8504715,,,,"{""Monday"": ""7AM-6:30PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7:15AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-ltac5Nhw3o4/AAAAAAAAAAI/AAAAAAAAAAA/QEkOQ2DQB44/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Smoove+Electrical+Services+%E2%9A%A1%EF%B8%8F%F0%9F%92%A1%F0%9F%94%8C/@33.472935899999996,-86.8504715,14z/data=!4m8!1m2!2m1!1sSmoove+Electrical+Services+%E2%9A%A1%EF%B8%8F%F0%9F%92%A1%F0%9F%94%8C!3m4!1s0x88891d8034740de9:0x91f23985043b220e!8m2!3d33.472935899999996!4d-86.8504715","https://www.google.com/maps/place/Smoove+Electrical+Services+%E2%9A%A1%EF%B8%8F%F0%9F%92%A1%F0%9F%94%8C/@33.472935899999996,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0x88891d8034740de9:0x91f23985043b220e!2sSmoove+Electrical+Services+%E2%9A%A1%EF%B8%8F%F0%9F%92%A1%F0%9F%94%8C!8m2!3d33.472935899999996!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891d8034740de9:0x91f23985043b220e!8m2!3d33.472935899999996!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
crosbyelectriccompanyincc2technologygroup,"Crosby Electric Company Inc | C2 Technology Group",,"209 Oxmoor Cir #709",Homewood,35209,Alabama,33.4541279,-86.8375967,,,,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",,"https://www.google.com/maps/place/Crosby+Electric+Company+Inc+%7C+C2+Technology+Group/@33.454127899999996,-86.83759669999999,14z/data=!4m8!1m2!2m1!1sCrosby+Electric+Company+Inc+%7C+C2+Technology+Group!3m4!1s0x88891edcab1d25a7:0x7de0d4f0a9605496!8m2!3d33.454127899999996!4d-86.83759669999999","https://www.google.com/maps/place/Crosby+Electric+Company+Inc+%7C+C2+Technology+Group/@33.454127899999996,-86.83759669999999,13.99z/data=!4m16!1m7!3m6!1s0x88891edcab1d25a7:0x7de0d4f0a9605496!2sCrosby+Electric+Company+Inc+%7C+C2+Technology+Group!8m2!3d33.454127899999996!4d-86.83759669999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891edcab1d25a7:0x7de0d4f0a9605496!8m2!3d33.454127899999996!4d-86.83759669999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",bill@crosbycommunications.com,
jtielectricalinstrumentationllc,"JTI Electrical & Instrumentation LLC","+1 256-653-0150","2164 11th Ave S",Birmingham,35205,Alabama,33.5026445,-86.7926269,,,,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-eLjGi7PrpDw/AAAAAAAAAAI/AAAAAAAAAAA/J51cd0FUoi0/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/JTI+Electrical+%26+Instrumentation+LLC/@33.502644499999995,-86.7926269,14z/data=!4m8!1m2!2m1!1sJTI+Electrical+%26+Instrumentation+LLC!3m4!1s0x88891b7f75999479:0x59d3345099bd0fdb!8m2!3d33.502644499999995!4d-86.7926269","https://www.google.com/maps/place/JTI+Electrical+%26+Instrumentation+LLC/@33.502644499999995,-86.7926269,13.99z/data=!4m16!1m7!3m6!1s0x88891b7f75999479:0x59d3345099bd0fdb!2sJTI+Electrical+%26+Instrumentation+LLC!8m2!3d33.502644499999995!4d-86.7926269!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891b7f75999479:0x59d3345099bd0fdb!8m2!3d33.502644499999995!4d-86.7926269!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",mfard@jtielectric.com,https://www.facebook.com/JTIElectric
acgarciallc,"A&C GARCIA LLC","+1 205-516-3788",,,,,33.5313975,-86.8504715,3.0,2,"https://search.google.com/local/reviews?placeid=ChIJQybZuKBf4AoRjwAgHkGVNv4&q=electrician,+35204,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-ncJNmeDVXTk/AAAAAAAAAAI/AAAAAAAAAAA/h-5H4oPXjpg/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/A%26C+GARCIA+LLC/@33.5313975,-86.8504715,14z/data=!4m8!1m2!2m1!1sA%26C+GARCIA+LLC!3m4!1s0xae05fa0b8d92643:0xfe3695411e20008f!8m2!3d33.5313975!4d-86.8504715","https://www.google.com/maps/place/A%26C+GARCIA+LLC/@33.5313975,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0xae05fa0b8d92643:0xfe3695411e20008f!2sA%26C+GARCIA+LLC!8m2!3d33.5313975!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0xae05fa0b8d92643:0xfe3695411e20008f!8m2!3d33.5313975!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",acgarciaselectrical@gmail.com,https://www.facebook.com/acgarcias1
